date,station,half_day,PM2.5,PM10,NO2,PM2.5_count,PM10_count,NO2_count
2014-01-09,Changping,1,34.500000,54.666667,42.000000,12,12,12
2014-01-09,Dingling,0,18.166667,35.166667,12.583333,12,12,12
2014-01-09,Dingling,1,28.166667,44.750000,21.125000,12,12,8
2014-01-09,Dongsi,0,12.250000,15.250000,30.333333,12,12,12
2014-01-09,Dongsi,1,38.083333,49.333333,37.833333,12,12,12
2014-01-10,Aotizhongxin,0,45.666667,66.500000,61.750000,12,12,12
2014-01-10,Aotizhongxin,1,75.500000,110.750000,89.500000,12,12,12
2014-01-10,Changping,0,84.583333,108.750000,60.333333,12,12,12
2014-01-10,Changping,1,62.333333,82.333333,59.916667,12,12,12
2014-01-10,Dingling,0,49.083333,90.833333,40.916667,12,12,12
2014-01-10,Dingling,1,30.500000,56.083333,24.166667,12,12,12
2014-01-10,Dongsi,0,50.750000,60.333333,63.583333,12,12,12
2014-01-10,Dongsi,1,84.916667,19.166667,80.750000,12,12,12
2014-01-11,Aotizhongxin,0,95.083333,149.083333,84.666667,12,12,12
2014-01-11,Aotizhongxin,1,123.833333,160.250000,113.166667,12,12,12
2014-01-11,Changping,0,101.750000,121.000000,74.250000,12,12,12
2014-01-11,Changping,1,78.833333,98.750000,70.583333,12,12,12
2014-01-11,Dingling,0,52.166667,78.750000,44.833333,12,12,12
2014-01-11,Dingling,1,61.083333,106.250000,53.727273,12,12,11
2014-01-11,Dongsi,0,115.833333,15.250000,90.916667,12,12,12
2014-01-11,Dongsi,1,153.916667,18.083333,109.500000,12,12,12
2014-01-12,Aotizhongxin,0,14.666667,40.000000,28.250000,12,12,12
2014-01-12,Aotizhongxin,1,27.000000,41.416667,41.750000,12,12,12
2014-01-12,Changping,0,14.500000,25.000000,25.333333,12,12,12
2014-01-12,Changping,1,29.583333,40.166667,38.750000,12,12,12
2014-01-12,Dingling,0,8.916667,24.666667,7.727273,12,12,11
2014-01-12,Dingling,1,24.583333,37.583333,15.916667,12,12,12
2014-01-12,Dongsi,0,15.900000,8.700000,33.400000,10,10,10
2014-01-12,Dongsi,1,31.500000,7.583333,40.583333,12,12,12
2014-01-13,Aotizhongxin,0,61.500000,92.083333,69.333333,12,12,12
2014-01-13,Aotizhongxin,1,97.000000,126.083333,94.083333,12,12,12
2014-01-13,Changping,0,47.750000,54.916667,52.833333,12,12,12
2014-01-13,Changping,1,88.083333,99.250000,75.666667,12,12,12
2014-01-13,Dingling,0,40.333333,68.833333,38.363636,12,12,11
2014-01-13,Dingling,1,80.666667,119.583333,70.333333,12,12,12
2014-01-13,Dongsi,0,81.250000,10.500000,79.666667,12,12,12
2014-01-13,Dongsi,1,126.583333,191.583333,93.166667,12,12,12
2014-01-14,Aotizhongxin,0,88.750000,112.916667,78.250000,12,12,12
2014-01-14,Aotizhongxin,1,87.000000,95.333333,83.916667,12,12,12
2014-01-14,Changping,0,52.166667,61.916667,60.333333,12,12,12
2014-01-14,Changping,1,107.500000,186.700000,86.583333,8,10,12
2014-01-14,Dingling,0,21.666667,37.333333,24.083333,12,12,12
2014-01-14,Dingling,1,65.500000,97.750000,60.416667,12,12,12
2014-01-14,Dongsi,0,104.000000,125.666667,77.250000,12,12,12
2014-01-14,Dongsi,1,99.000000,109.083333,74.083333,12,12,12
2014-01-15,Aotizhongxin,0,85.833333,107.916667,78.916667,12,12,12
2014-01-15,Aotizhongxin,1,220.250000,259.666667,115.083333,12,12,12
2014-01-15,Changping,0,137.750000,176.250000,91.833333,12,12,12
2014-01-15,Changping,1,134.166667,157.500000,95.750000,12,12,12
2014-01-15,Dingling,0,54.750000,91.833333,55.500000,12,12,12
2014-01-15,Dingling,1,123.727273,166.454545,95.000000,11,11,11
2014-01-15,Dongsi,0,93.583333,112.750000,82.416667,12,12,12
2014-01-15,Dongsi,1,266.583333,286.333333,104.166667,12,12,12
2014-01-16,Aotizhongxin,0,466.083333,519.916667,156.083333,12,12,12
2014-01-16,Aotizhongxin,1,249.916667,274.000000,112.000000,12,12,12
2014-01-16,Changping,0,305.083333,315.500000,120.583333,12,12,12
2014-01-16,Changping,1,207.833333,220.166667,78.583333,12,12,12
2014-01-16,Dingling,0,175.333333,225.750000,89.727273,12,12,11
2014-01-16,Dingling,1,143.333333,181.583333,58.916667,12,12,12
2014-01-16,Dongsi,0,533.333333,541.416667,137.583333,12,12,12
2014-01-16,Dongsi,1,290.500000,283.000000,97.750000,12,12,12
2014-01-17,Aotizhongxin,0,150.333333,134.500000,71.666667,12,12,12
2014-01-17,Aotizhongxin,1,97.666667,132.833333,60.416667,12,12,12
2014-01-17,Changping,0,221.083333,187.166667,72.416667,12,12,12
2014-01-17,Changping,1,32.333333,51.416667,42.750000,12,12,12
2014-01-17,Dingling,0,232.000000,243.000000,73.583333,12,12,12
2014-01-17,Dingling,1,19.416667,31.583333,14.416667,12,12,12
2014-01-17,Dongsi,0,156.416667,108.666667,62.166667,12,12,12
2014-01-17,Dongsi,1,188.666667,193.000000,73.416667,12,12,12
2014-01-18,Aotizhongxin,0,25.916667,45.166667,51.000000,12,12,11
2014-01-18,Aotizhongxin,1,94.833333,124.000000,85.833333,12,12,12
2014-01-18,Changping,0,18.916667,26.750000,31.636364,12,12,11
2014-01-18,Changping,1,95.583333,110.166667,70.833333,12,12,12
2014-01-18,Dingling,0,16.833333,27.000000,20.666667,12,12,12
2014-01-18,Dingling,1,79.833333,106.083333,54.500000,12,12,12
2014-01-18,Dongsi,0,59.916667,50.333333,26.545455,12,12,11
2014-01-18,Dongsi,1,109.250000,106.083333,2.083333,12,12,12
2014-01-19,Aotizhongxin,0,116.000000,136.333333,85.166667,12,12,12
2014-01-19,Aotizhongxin,1,105.000000,275.416667,58.750000,12,12,12
2014-01-19,Changping,0,121.583333,129.250000,82.666667,12,12,12
2014-01-19,Changping,1,103.666667,234.166667,57.583333,12,12,12
2014-01-19,Dingling,0,129.416667,160.000000,81.909091,12,12,11
2014-01-19,Dingling,1,90.000000,219.500000,66.857143,12,12,7
2014-01-19,Dongsi,0,129.090909,129.727273,2.125000,11,11,8
2014-01-19,Dongsi,1,119.583333,264.250000,,12,12,0
2014-01-20,Aotizhongxin,0,8.666667,50.000000,7.727273,12,12,11
2014-01-20,Aotizhongxin,1,9.750000,26.666667,8.400000,12,12,10
2014-01-20,Changping,0,10.166667,44.583333,16.166667,12,12,12
2014-01-20,Changping,1,12.333333,28.750000,20.416667,12,12,12
2014-01-20,Dingling,0,5.166667,30.500000,2.250000,12,12,4
2014-01-20,Dingling,1,5.083333,15.583333,2.000000,12,12,2
2014-01-20,Dongsi,0,6.666667,48.500000,,12,12,0
2014-01-20,Dongsi,1,9.250000,25.666667,,12,12,0
2014-01-21,Aotizhongxin,0,15.666667,23.416667,19.818182,12,12,11
2014-01-21,Aotizhongxin,1,61.583333,97.583333,60.916667,12,12,12
2014-01-21,Changping,0,18.083333,20.166667,26.818182,12,12,11
2014-01-21,Changping,1,52.916667,62.583333,47.083333,12,12,12
2014-01-21,Dingling,0,13.500000,22.750000,9.700000,12,12,10
2014-01-21,Dingling,1,51.666667,68.750000,32.818182,12,12,11
2014-01-21,Dongsi,0,15.250000,20.583333,,12,12,0
2014-01-21,Dongsi,1,68.083333,76.000000,,12,12,0
2014-01-22,Aotizhongxin,0,104.583333,128.916667,77.833333,12,12,12
2014-01-22,Aotizhongxin,1,136.166667,160.666667,110.916667,12,12,12
2014-01-22,Changping,0,90.583333,96.333333,61.083333,12,12,12
2014-01-22,Changping,1,123.083333,127.583333,83.333333,12,12,12
2014-01-22,Dingling,0,73.666667,103.833333,39.727273,12,12,11
2014-01-22,Dingling,1,109.000000,148.666667,70.666667,6,6,6
2014-01-22,Dongsi,0,110.583333,124.083333,,12,12,0
2014-01-22,Dongsi,1,149.583333,159.083333,,12,12,0
2014-01-23,Aotizhongxin,0,215.272727,240.545455,125.090909,11,11,11
2014-01-23,Aotizhongxin,1,230.000000,266.916667,129.333333,12,12,12
2014-01-23,Changping,0,166.545455,166.545455,105.454545,11,11,11
2014-01-23,Changping,1,239.100000,313.000000,123.500000,10,12,12
2014-01-23,Dingling,0,,,,0,0,0
2014-01-23,Dingling,1,235.250000,281.083333,112.000000,12,12,12
2014-01-23,Dongsi,0,241.545455,264.636364,,11,11,0
2014-01-23,Dongsi,1,245.666667,280.083333,,12,12,0
2014-01-24,Aotizhongxin,0,234.166667,260.250000,116.272727,12,12,11
2014-01-24,Aotizhongxin,1,68.083333,77.750000,68.000000,12,12,12
2014-01-24,Changping,0,261.416667,263.666667,117.181818,12,12,11
2014-01-24,Changping,1,110.166667,122.666667,67.583333,12,12,12
2014-01-24,Dingling,0,184.083333,222.666667,82.500000,12,12,12
2014-01-24,Dingling,1,50.916667,76.333333,24.583333,12,12,12
2014-01-24,Dongsi,0,224.833333,237.333333,,12,12,0
2014-01-24,Dongsi,1,57.083333,62.333333,,12,12,0
2014-01-25,Aotizhongxin,0,28.833333,38.583333,44.833333,12,12,12
2014-01-25,Aotizhongxin,1,14.750000,42.250000,25.285714,8,8,7
2014-01-25,Changping,0,14.500000,21.833333,19.416667,12,12,12
2014-01-25,Changping,1,17.625000,32.000000,22.000000,8,8,8
2014-01-25,Dingling,0,6.916667,14.000000,3.300000,12,12,10
2014-01-25,Dingling,1,19.000000,39.000000,10.125000,8,8,8
2014-01-25,Dongsi,0,22.416667,28.166667,,12,12,0
2014-01-25,Dongsi,1,15.500000,35.250000,,8,8,0
2014-01-26,Aotizhongxin,0,22.250000,53.750000,27.833333,12,12,12
2014-01-26,Aotizhongxin,1,67.000000,89.750000,49.166667,12,12,12
2014-01-26,Changping,0,45.000000,73.583333,44.250000,12,12,12
2014-01-26,Changping,1,75.666667,90.333333,49.250000,12,12,12
2014-01-26,Dingling,0,41.083333,74.750000,27.916667,12,12,12
2014-01-26,Dingling,1,65.583333,96.250000,33.916667,12,12,12
2014-01-26,Dongsi,0,25.416667,47.500000,,12,12,0
2014-01-26,Dongsi,1,79.100000,93.818182,,10,11,0
2014-01-27,Aotizhongxin,0,112.083333,131.750000,74.272727,12,12,11
2014-01-27,Aotizhongxin,1,67.000000,99.545455,50.181818,11,11,11
2014-01-27,Changping,0,131.909091,129.727273,65.000000,11,11,10
2014-01-27,Changping,1,70.750000,106.083333,39.083333,12,12,12
2014-01-27,Dingling,0,116.416667,132.416667,42.333333,12,12,12
2014-01-27,Dingling,1,65.333333,103.166667,40.833333,12,12,6
2014-01-27,Dongsi,0,107.916667,127.666667,,12,12,0
2014-01-27,Dongsi,1,56.500000,105.750000,,12,12,0
2014-01-28,Aotizhongxin,0,12.750000,19.833333,39.833333,12,12,12
2014-01-28,Aotizhongxin,1,65.250000,120.333333,44.500000,12,12,12
2014-01-28,Changping,0,16.333333,21.583333,25.416667,12,12,12
2014-01-28,Changping,1,74.583333,116.583333,46.583333,12,12,12
2014-01-28,Dingling,0,11.166667,22.250000,10.375000,12,12,8
2014-01-28,Dingling,1,71.333333,130.666667,28.833333,12,12,12
2014-01-28,Dongsi,0,11.500000,23.250000,,12,12,0
2014-01-28,Dongsi,1,64.666667,120.250000,,12,12,0
2014-01-29,Aotizhongxin,0,71.333333,91.250000,67.166667,12,12,12
2014-01-29,Aotizhongxin,1,167.666667,185.333333,91.166667,12,12,12
2014-01-29,Changping,0,82.833333,99.083333,58.583333,12,12,12
2014-01-29,Changping,1,134.600000,175.500000,66.833333,10,10,12
2014-01-29,Dingling,0,79.250000,119.166667,38.833333,12,12,12
2014-01-29,Dingling,1,125.500000,171.833333,52.166667,12,12,12
2014-01-29,Dongsi,0,70.416667,86.583333,,12,12,0
2014-01-29,Dongsi,1,174.083333,188.500000,,12,12,0
2014-01-30,Aotizhongxin,0,67.166667,71.000000,45.909091,12,12,11
2014-01-30,Aotizhongxin,1,55.166667,84.750000,37.333333,12,12,12
2014-01-30,Changping,0,54.916667,73.166667,32.818182,12,12,11
2014-01-30,Changping,1,70.583333,110.750000,35.750000,12,12,12
2014-01-30,Dingling,0,25.333333,48.333333,16.750000,12,12,4
2014-01-30,Dingling,1,59.583333,93.750000,29.000000,12,12,8
2014-01-30,Dongsi,0,76.833333,84.166667,,12,12,0
2014-01-30,Dongsi,1,58.666667,90.333333,,12,12,0
2014-01-31,Aotizhongxin,0,151.333333,189.833333,50.916667,12,12,12
2014-01-31,Aotizhongxin,1,112.916667,134.500000,48.083333,12,12,12
2014-01-31,Changping,0,137.000000,191.083333,42.583333,12,12,12
2014-01-31,Changping,1,112.416667,142.000000,42.583333,12,12,12
2014-01-31,Dingling,0,155.083333,194.750000,33.636364,12,12,11
2014-01-31,Dingling,1,128.166667,149.916667,31.666667,12,12,12
2014-01-31,Dongsi,0,165.666667,209.500000,,12,12,0
2014-01-31,Dongsi,1,122.166667,144.333333,,12,12,0
2014-02-01,Aotizhongxin,0,149.666667,156.250000,63.583333,12,12,12
2014-02-01,Aotizhongxin,1,110.000000,100.166667,56.416667,12,12,12
2014-02-01,Changping,0,149.416667,159.500000,56.000000,12,12,12
2014-02-01,Changping,1,135.750000,133.250000,54.166667,12,12,12
2014-02-01,Dingling,0,147.500000,148.583333,30.666667,12,12,12
2014-02-01,Dingling,1,160.833333,148.750000,48.083333,12,12,12
2014-02-01,Dongsi,0,161.083333,159.750000,,12,12,0
2014-02-01,Dongsi,1,115.166667,101.583333,,12,12,0
2014-02-02,Aotizhongxin,0,118.000000,129.250000,44.454545,12,12,11
2014-02-02,Aotizhongxin,1,10.333333,50.250000,10.583333,12,12,12
2014-02-02,Changping,0,104.500000,135.416667,44.545455,12,12,11
2014-02-02,Changping,1,10.750000,48.083333,13.750000,12,12,12
2014-02-02,Dingling,0,120.000000,145.750000,42.000000,12,12,11
2014-02-02,Dingling,1,6.083333,42.250000,2.000000,12,12,1
2014-02-02,Dongsi,0,130.166667,134.500000,,12,12,0
2014-02-02,Dongsi,1,12.666667,63.416667,,12,12,0
2014-02-03,Aotizhongxin,0,4.333333,17.000000,7.000000,12,12,12
2014-02-03,Aotizhongxin,1,6.750000,43.250000,8.666667,12,12,12
2014-02-03,Changping,0,7.083333,17.666667,9.333333,12,12,12
2014-02-03,Changping,1,7.666667,49.416667,6.333333,12,12,12
2014-02-03,Dingling,0,5.583333,15.250000,5.000000,12,12,1
2014-02-03,Dingling,1,5.916667,32.416667,,12,12,0
2014-02-03,Dongsi,0,4.500000,18.583333,,12,12,0
2014-02-03,Dongsi,1,7.333333,46.000000,,12,12,0
2014-02-04,Aotizhongxin,0,5.750000,15.666667,11.000000,12,12,12
2014-02-04,Aotizhongxin,1,43.833333,57.083333,32.333333,12,12,12
2014-02-04,Changping,0,6.250000,17.916667,7.600000,12,12,10
2014-02-04,Changping,1,27.416667,37.416667,17.083333,12,12,12
2014-02-04,Dingling,0,6.250000,19.750000,2.000000,12,12,1
2014-02-04,Dingling,1,21.333333,27.083333,12.285714,12,12,7
2014-02-04,Dongsi,0,5.750000,20.666667,,12,12,0
2014-02-04,Dongsi,1,47.833333,67.750000,,12,12,0
2014-02-05,Aotizhongxin,0,85.083333,98.833333,49.818182,12,12,11
2014-02-05,Aotizhongxin,1,91.333333,104.083333,43.666667,12,12,12
2014-02-05,Changping,0,50.083333,61.750000,31.909091,12,12,11
2014-02-05,Changping,1,105.416667,122.583333,47.416667,12,12,12
2014-02-05,Dingling,0,53.333333,60.916667,16.000000,12,12,12
2014-02-05,Dingling,1,117.333333,123.583333,41.083333,12,12,12
2014-02-05,Dongsi,0,86.083333,98.000000,,12,12,0
2014-02-05,Dongsi,1,89.666667,98.166667,,12,12,0
2014-02-06,Aotizhongxin,0,134.083333,132.750000,65.833333,12,12,12
2014-02-06,Aotizhongxin,1,105.583333,103.083333,63.250000,12,12,12
2014-02-06,Changping,0,126.750000,126.333333,52.166667,12,12,12
2014-02-06,Changping,1,108.250000,108.916667,52.083333,12,12,12
2014-02-06,Dingling,0,133.000000,116.000000,33.750000,9,9,8
2014-02-06,Dingling,1,,,,0,0,0
2014-02-06,Dongsi,0,138.166667,130.750000,,12,12,0
2014-02-06,Dongsi,1,104.833333,100.083333,,12,12,0
2014-02-07,Aotizhongxin,0,83.083333,64.416667,50.416667,12,12,12
2014-02-07,Aotizhongxin,1,84.000000,56.166667,55.750000,12,12,12
2014-02-07,Changping,0,107.166667,100.083333,51.083333,12,12,12
2014-02-07,Changping,1,103.166667,77.416667,40.333333,12,12,12
2014-02-07,Dingling,0,123.000000,93.666667,40.666667,3,3,3
2014-02-07,Dingling,1,121.500000,79.416667,41.166667,12,12,12
2014-02-07,Dongsi,0,87.250000,66.750000,,12,12,0
2014-02-07,Dongsi,1,88.333333,62.583333,,12,12,0
2014-02-08,Aotizhongxin,0,97.833333,70.000000,50.818182,12,12,11
2014-02-08,Aotizhongxin,1,8.333333,6.166667,10.600000,12,12,10
2014-02-08,Changping,0,108.250000,81.166667,50.727273,12,12,11
2014-02-08,Changping,1,8.400000,7.000000,14.400000,10,10,10
2014-02-08,Dingling,0,116.250000,75.250000,37.083333,12,12,12
2014-02-08,Dingling,1,4.100000,6.100000,3.600000,10,10,10
2014-02-08,Dongsi,0,95.250000,66.583333,,12,12,0
2014-02-08,Dongsi,1,10.500000,6.250000,,12,12,0
2014-02-09,Aotizhongxin,0,8.250000,7.666667,13.250000,12,12,12
2014-02-09,Aotizhongxin,1,9.666667,12.000000,18.583333,12,12,12
2014-02-09,Changping,0,10.250000,8.000000,13.166667,12,12,12
2014-02-09,Changping,1,14.083333,19.083333,23.333333,12,12,12
2014-02-09,Dingling,0,9.250000,8.250000,5.363636,12,12,11
2014-02-09,Dingling,1,11.416667,13.333333,4.454545,12,12,11
2014-02-09,Dongsi,0,8.583333,10.083333,,12,12,0
2014-02-09,Dongsi,1,11.083333,15.333333,,12,12,0
2014-02-10,Aotizhongxin,0,10.000000,9.666667,23.000000,12,12,12
2014-02-10,Aotizhongxin,1,30.750000,30.250000,42.833333,12,12,12
2014-02-10,Changping,0,14.333333,15.500000,27.750000,12,12,12
2014-02-10,Changping,1,35.750000,35.250000,43.833333,12,12,12
2014-02-10,Dingling,0,11.833333,11.583333,8.166667,12,12,12
2014-02-10,Dingling,1,37.166667,30.833333,25.000000,12,12,12
2014-02-10,Dongsi,0,14.333333,11.333333,,12,12,0
2014-02-10,Dongsi,1,33.333333,31.416667,,12,12,0
2014-02-11,Aotizhongxin,0,74.166667,72.916667,60.909091,12,12,11
2014-02-11,Aotizhongxin,1,129.272727,125.727273,83.000000,11,11,11
2014-02-11,Changping,0,50.250000,47.250000,47.727273,12,12,11
2014-02-11,Changping,1,106.727273,108.636364,78.909091,11,11,11
2014-02-11,Dingling,0,56.750000,45.166667,27.272727,12,12,11
2014-02-11,Dingling,1,112.363636,100.090909,69.363636,11,11,11
2014-02-11,Dongsi,0,84.363636,73.000000,,11,12,0
2014-02-11,Dongsi,1,154.000000,134.181818,,11,11,0
2014-02-12,Aotizhongxin,0,142.416667,126.500000,75.090909,12,12,11
2014-02-12,Aotizhongxin,1,97.083333,94.166667,74.916667,12,12,12
2014-02-12,Changping,0,121.666667,126.583333,82.454545,12,12,11
2014-02-12,Changping,1,86.750000,86.166667,61.083333,12,12,12
2014-02-12,Dingling,0,89.083333,79.166667,50.090909,12,12,11
2014-02-12,Dingling,1,95.500000,90.583333,50.250000,12,12,12
2014-02-12,Dongsi,0,146.727273,129.000000,,11,11,0
2014-02-12,Dongsi,1,110.416667,101.750000,,12,12,0
2014-02-13,Aotizhongxin,0,164.833333,153.416667,71.100000,12,12,10
2014-02-13,Aotizhongxin,1,202.916667,193.583333,87.833333,12,12,12
2014-02-13,Changping,0,160.083333,160.750000,68.727273,12,12,11
2014-02-13,Changping,1,205.500000,208.166667,82.416667,12,12,12
2014-02-13,Dingling,0,176.083333,155.333333,58.363636,12,12,11
2014-02-13,Dingling,1,218.000000,189.363636,64.090909,11,11,11
2014-02-13,Dongsi,0,175.833333,157.916667,,12,12,0
2014-02-13,Dongsi,1,204.833333,186.083333,,12,12,0
2014-02-14,Aotizhongxin,0,215.666667,201.083333,81.636364,12,12,11
2014-02-14,Aotizhongxin,1,292.900000,323.100000,112.000000,10,10,12
2014-02-14,Changping,0,207.166667,197.500000,73.090909,12,12,11
2014-02-14,Changping,1,261.083333,259.833333,79.583333,12,12,12
2014-02-14,Dingling,0,219.250000,177.333333,51.454545,12,12,11
2014-02-14,Dingling,1,293.166667,253.000000,64.666667,12,12,12
2014-02-14,Dongsi,0,214.416667,204.916667,,12,12,0
2014-02-14,Dongsi,1,366.416667,359.250000,,12,12,0
2014-02-15,Aotizhongxin,0,374.916667,380.250000,97.454545,12,12,11
2014-02-15,Aotizhongxin,1,429.583333,419.750000,125.416667,12,12,12
2014-02-15,Changping,0,284.250000,266.250000,84.000000,12,12,11
2014-02-15,Changping,1,387.000000,374.500000,104.750000,12,12,12
2014-02-15,Dingling,0,319.500000,260.666667,66.909091,12,12,11
2014-02-15,Dingling,1,424.250000,370.833333,90.666667,12,12,12
2014-02-15,Dongsi,0,416.666667,396.833333,,12,12,0
2014-02-15,Dongsi,1,436.000000,393.000000,,12,12,0
2014-02-16,Aotizhongxin,0,422.166667,399.416667,100.818182,12,12,11
2014-02-16,Aotizhongxin,1,219.416667,185.333333,78.583333,12,12,12
2014-02-16,Changping,0,344.583333,317.083333,79.636364,12,12,11
2014-02-16,Changping,1,188.000000,160.916667,73.583333,12,12,12
2014-02-16,Dingling,0,291.000000,223.250000,44.454545,12,12,11
2014-02-16,Dingling,1,191.250000,148.416667,46.750000,12,12,12
2014-02-16,Dongsi,0,390.333333,335.333333,,12,12,0
2014-02-16,Dongsi,1,228.000000,179.833333,,12,12,0
2014-02-17,Aotizhongxin,0,90.166667,67.250000,71.272727,12,12,11
2014-02-17,Aotizhongxin,1,71.583333,87.916667,57.750000,12,12,12
2014-02-17,Changping,0,174.166667,146.333333,85.454545,12,12,11
2014-02-17,Changping,1,77.900000,96.363636,69.333333,10,11,12
2014-02-17,Dingling,0,215.583333,168.750000,57.454545,12,12,11
2014-02-17,Dingling,1,81.750000,93.250000,51.916667,12,12,12
2014-02-17,Dongsi,0,82.833333,48.083333,,12,12,0
2014-02-17,Dongsi,1,71.916667,73.250000,,12,12,0
2014-02-18,Aotizhongxin,0,49.545455,58.545455,62.909091,11,11,11
2014-02-18,Aotizhongxin,1,81.750000,90.583333,53.166667,12,12,12
2014-02-18,Changping,0,57.454545,80.454545,56.727273,11,11,11
2014-02-18,Changping,1,95.916667,107.500000,62.750000,12,12,12
2014-02-18,Dingling,0,70.181818,88.636364,38.727273,11,11,11
2014-02-18,Dingling,1,101.416667,105.500000,49.000000,12,12,12
2014-02-18,Dongsi,0,53.454545,45.000000,,11,11,0
2014-02-18,Dongsi,1,77.833333,73.166667,,12,12,0
2014-02-19,Aotizhongxin,0,80.250000,93.750000,66.000000,12,12,12
